,cityid,cityname,stateabbrev,statename,statefips,city_pop2019,year,month,day,case_count,new_case_count,case_rate,new_case_rate,gps_retail_and_recreation,gps_grocery_and_pharmacy,gps_parks,gps_transit_stations,gps_workplaces,gps_residential,gps_away_from_home
1292,25,Boston,MA,Massachusetts,25,803907,2020,5,20,16962,137,2110.0,24.4,-0.569,-0.23600000000000002,-0.0329,-0.7490000000000001,-0.556,0.223,-0.266
1493,28,Denver,CO,Colorado,8,727211,2020,5,20,4858,68,668.0,11.9,-0.40299999999999997,-0.0814,0.209,-0.643,-0.43700000000000006,0.156,-0.184
1694,38,Miami,FL,Florida,12,2716940,2020,5,20,16033,92,590.0,8.23,-0.41700000000000004,-0.209,-0.603,-0.606,-0.381,0.187,-0.22899999999999998
1895,48,Honolulu,HI,Hawaii,15,974563,2020,5,20,416,1,42.7,0.0293,-0.40299999999999997,-0.159,-0.33399999999999996,-0.613,-0.39399999999999996,0.174,-0.21
85,1,Los Angeles,CA,California,6,10039107,2020,5,19,39573,1122,394.0,9.1,-0.456,-0.136,-0.183,-0.44299999999999995,-0.40700000000000003,0.18,-0.22
286,2,New York City,NY,New York,36,8336817,2020,5,19,198710,596,2384.0,12.7,-0.5479999999999999,-0.16899999999999998,0.267,-0.5920000000000001,-0.537,0.217,-0.259
487,7,Dallas,TX,Texas,48,2635516,2020,5,19,7904,225,300.0,8.37,-0.253,-0.0829,0.0243,-0.374,-0.377,0.141,-0.174
688,9,Seattle,WA,Washington,53,2252782,2020,5,19,7584,53,337.0,2.56,-0.461,-0.17,0.359,-0.606,-0.539,0.21100000000000002,-0.251
889,13,Detroit,MI,Michigan,26,1749343,2020,5,19,19312,164,1104.0,8.31,-0.32299999999999995,-0.10300000000000001,0.174,-0.461,-0.466,0.163,-0.192
1090,21,San Francisco,CA,California,6,881549,2020,5,19,2186,51,248.0,3.34,-0.701,-0.316,-0.313,-0.696,-0.63,0.27899999999999997,-0.33399999999999996
1291,25,Boston,MA,Massachusetts,25,803907,2020,5,19,16825,154,2093.0,24.4,-0.573,-0.237,-0.0543,-0.7509999999999999,-0.5589999999999999,0.22399999999999998,-0.268
1492,28,Denver,CO,Colorado,8,727211,2020,5,19,4790,70,659.0,11.8,-0.41,-0.0857,0.201,-0.6459999999999999,-0.439,0.157,-0.18600000000000003
1693,38,Miami,FL,Florida,12,2716940,2020,5,19,15941,78,587.0,8.19,-0.424,-0.213,-0.603,-0.607,-0.384,0.19,-0.23199999999999998
1894,48,Honolulu,HI,Hawaii,15,974563,2020,5,19,415,0,42.6,0.0586,-0.41,-0.166,-0.34,-0.616,-0.397,0.17600000000000002,-0.212
84,1,Los Angeles,CA,California,6,10039107,2020,5,18,38451,477,383.0,8.81,-0.461,-0.13699999999999998,-0.19399999999999998,-0.444,-0.41,0.18100000000000002,-0.221
285,2,New York City,NY,New York,36,8336817,2020,5,18,198114,628,2376.0,13.0,-0.555,-0.17,0.262,-0.595,-0.54,0.218,-0.26
486,7,Dallas,TX,Texas,48,2635516,2020,5,18,7679,224,291.0,8.43,-0.261,-0.0857,-0.00286,-0.377,-0.381,0.147,-0.179
687,9,Seattle,WA,Washington,53,2252782,2020,5,18,7531,49,334.0,2.63,-0.467,-0.171,0.32,-0.609,-0.54,0.213,-0.253
888,13,Detroit,MI,Michigan,26,1749343,2020,5,18,19148,63,1095.0,7.63,-0.326,-0.107,0.244,-0.456,-0.47100000000000003,0.16399999999999998,-0.19399999999999998
1089,21,San Francisco,CA,California,6,881549,2020,5,18,2135,38,242.0,2.88,-0.706,-0.32,-0.32299999999999995,-0.6940000000000001,-0.631,0.28,-0.335
1290,25,Boston,MA,Massachusetts,25,803907,2020,5,18,16671,192,2074.0,23.4,-0.5770000000000001,-0.237,-0.07,-0.754,-0.561,0.22699999999999998,-0.271
1491,28,Denver,CO,Colorado,8,727211,2020,5,18,4720,64,649.0,11.8,-0.41700000000000004,-0.0914,0.196,-0.649,-0.441,0.159,-0.187
1692,38,Miami,FL,Florida,12,2716940,2020,5,18,15863,206,584.0,8.92,-0.429,-0.213,-0.591,-0.604,-0.389,0.191,-0.23399999999999999
1893,48,Honolulu,HI,Hawaii,15,974563,2020,5,18,415,0,42.6,0.0733,-0.41700000000000004,-0.17300000000000001,-0.35100000000000003,-0.617,-0.4,0.177,-0.213
83,1,Los Angeles,CA,California,6,10039107,2020,5,17,37974,671,378.0,8.96,-0.46299999999999997,-0.13699999999999998,-0.17600000000000002,-0.44,-0.41100000000000003,0.18100000000000002,-0.221
284,2,New York City,NY,New York,36,8336817,2020,5,17,197486,1005,2369.0,13.4,-0.5660000000000001,-0.182,0.212,-0.601,-0.544,0.221,-0.264
485,7,Dallas,TX,Texas,48,2635516,2020,5,17,7455,205,283.0,8.59,-0.26899999999999996,-0.09,-0.00286,-0.377,-0.384,0.149,-0.18100000000000002
686,9,Seattle,WA,Washington,53,2252782,2020,5,17,7482,40,332.0,2.75,-0.473,-0.17600000000000002,0.276,-0.613,-0.5429999999999999,0.214,-0.254
887,13,Detroit,MI,Michigan,26,1749343,2020,5,17,19085,49,1091.0,8.08,-0.327,-0.107,0.27899999999999997,-0.45,-0.47700000000000004,0.166,-0.195
1088,21,San Francisco,CA,California,6,881549,2020,5,17,2097,32,238.0,2.45,-0.71,-0.327,-0.34700000000000003,-0.696,-0.633,0.28300000000000003,-0.33799999999999997
1289,25,Boston,MA,Massachusetts,25,803907,2020,5,17,16479,133,2050.0,21.3,-0.584,-0.24600000000000002,-0.0971,-0.757,-0.564,0.23,-0.27399999999999997
1490,28,Denver,CO,Colorado,8,727211,2020,5,17,4656,108,640.0,11.5,-0.43,-0.10400000000000001,0.10400000000000001,-0.654,-0.446,0.16399999999999998,-0.19399999999999998
1691,38,Miami,FL,Florida,12,2716940,2020,5,17,15657,292,576.0,8.68,-0.431,-0.21,-0.584,-0.601,-0.39299999999999996,0.193,-0.235
1892,48,Honolulu,HI,Hawaii,15,974563,2020,5,17,415,0,42.6,0.103,-0.423,-0.179,-0.349,-0.619,-0.40299999999999997,0.179,-0.215
82,1,Los Angeles,CA,California,6,10039107,2020,5,16,37303,1044,372.0,8.69,-0.46299999999999997,-0.121,-0.2,-0.434,-0.413,0.179,-0.215
283,2,New York City,NY,New York,36,8336817,2020,5,16,196481,1009,2357.0,13.4,-0.568,-0.179,0.179,-0.6,-0.547,0.221,-0.264
484,7,Dallas,TX,Texas,48,2635516,2020,5,16,7250,214,275.0,8.84,-0.27399999999999997,-0.0786,-0.0114,-0.37,-0.387,0.147,-0.17800000000000002
685,9,Seattle,WA,Washington,53,2252782,2020,5,16,7442,80,330.0,2.79,-0.467,-0.16,0.303,-0.61,-0.546,0.21,-0.24600000000000002
886,13,Detroit,MI,Michigan,26,1749343,2020,5,16,19036,134,1088.0,8.62,-0.32299999999999995,-0.0929,,-0.44,-0.479,0.16399999999999998,-0.193
1087,21,San Francisco,CA,California,6,881549,2020,5,16,2065,33,234.0,2.77,-0.711,-0.324,-0.359,-0.69,-0.636,0.28,-0.33299999999999996
1288,25,Boston,MA,Massachusetts,25,803907,2020,5,16,16346,350,2033.0,21.8,-0.583,-0.23600000000000002,-0.124,-0.759,-0.569,0.23,-0.27399999999999997
1489,28,Denver,CO,Colorado,8,727211,2020,5,16,4548,96,625.0,10.7,-0.433,-0.09,0.06,-0.657,-0.447,0.16399999999999998,-0.19399999999999998
1690,38,Miami,FL,Florida,12,2716940,2020,5,16,15365,355,566.0,8.02,-0.436,-0.204,-0.613,-0.604,-0.39899999999999997,0.193,-0.235
1891,48,Honolulu,HI,Hawaii,15,974563,2020,5,16,415,1,42.6,0.117,-0.419,-0.171,-0.36700000000000005,-0.62,-0.406,0.179,-0.215
81,1,Los Angeles,CA,California,6,10039107,2020,5,15,36259,930,361.0,8.49,-0.461,-0.106,-0.214,-0.433,-0.41600000000000004,0.179,-0.215
282,2,New York City,NY,New York,36,8336817,2020,5,15,195472,1809,2345.0,14.2,-0.5770000000000001,-0.179,0.038,-0.609,-0.5529999999999999,0.226,-0.273
483,7,Dallas,TX,Texas,48,2635516,2020,5,15,7036,199,267.0,9.04,-0.254,-0.0443,0.0786,-0.33899999999999997,-0.381,0.139,-0.163
684,9,Seattle,WA,Washington,53,2252782,2020,5,15,7362,53,327.0,2.66,-0.46,-0.14,0.433,-0.6,-0.546,0.20600000000000002,-0.23800000000000002
885,13,Detroit,MI,Michigan,26,1749343,2020,5,15,18902,112,1081.0,8.64,-0.33,-0.0786,0.299,-0.451,-0.483,0.16899999999999998,-0.2
1086,21,San Francisco,CA,California,6,881549,2020,5,15,2032,25,231.0,2.85,-0.7140000000000001,-0.32299999999999995,-0.381,-0.6859999999999999,-0.637,0.281,-0.335
1287,25,Boston,MA,Massachusetts,25,803907,2020,5,15,15996,115,1990.0,18.7,-0.59,-0.231,-0.22,-0.7659999999999999,-0.573,0.23399999999999999,-0.281
1488,28,Denver,CO,Colorado,8,727211,2020,5,15,4452,93,612.0,11.0,-0.434,-0.0829,0.03,-0.66,-0.451,0.16699999999999998,-0.19899999999999998
1689,38,Miami,FL,Florida,12,2716940,2020,5,15,15010,269,552.0,7.08,-0.433,-0.18899999999999997,-0.609,-0.601,-0.401,0.191,-0.233
1890,48,Honolulu,HI,Hawaii,15,974563,2020,5,15,414,0,42.5,0.088,-0.419,-0.161,-0.38299999999999995,-0.619,-0.40700000000000003,0.18,-0.217
80,1,Los Angeles,CA,California,6,10039107,2020,5,14,35329,901,352.0,8.4,-0.461,-0.10099999999999999,-0.22699999999999998,-0.434,-0.41700000000000004,0.179,-0.215
281,2,New York City,NY,New York,36,8336817,2020,5,14,193663,1269,2323.0,13.7,-0.589,-0.188,-0.0712,-0.617,-0.557,0.231,-0.27699999999999997
482,7,Dallas,TX,Texas,48,2635516,2020,5,14,6837,235,259.0,9.31,-0.254,-0.04,0.0786,-0.33899999999999997,-0.38299999999999995,0.14,-0.16399999999999998
683,9,Seattle,WA,Washington,53,2252782,2020,5,14,7309,86,324.0,2.82,-0.46,-0.131,0.45299999999999996,-0.6,-0.547,0.20600000000000002,-0.23800000000000002
884,13,Detroit,MI,Michigan,26,1749343,2020,5,14,18790,381,1074.0,9.01,-0.336,-0.0786,0.239,-0.457,-0.486,0.171,-0.203
1085,21,San Francisco,CA,California,6,881549,2020,5,14,2007,10,228.0,3.26,-0.7170000000000001,-0.32299999999999995,-0.386,-0.6829999999999999,-0.639,0.284,-0.33799999999999997
1286,25,Boston,MA,Massachusetts,25,803907,2020,5,14,15881,294,1975.0,20.4,-0.594,-0.22899999999999998,-0.261,-0.769,-0.574,0.237,-0.284
1487,28,Denver,CO,Colorado,8,727211,2020,5,14,4359,105,599.0,11.0,-0.43700000000000006,-0.0786,0.0471,-0.6609999999999999,-0.45399999999999996,0.16899999999999998,-0.2
1688,38,Miami,FL,Florida,12,2716940,2020,5,14,14741,274,543.0,6.08,-0.424,-0.17,-0.583,-0.591,-0.4,0.187,-0.22899999999999998
1889,48,Honolulu,HI,Hawaii,15,974563,2020,5,14,414,0,42.5,0.088,-0.423,-0.16,-0.389,-0.62,-0.409,0.18100000000000002,-0.21899999999999997
79,1,Los Angeles,CA,California,6,10039107,2020,5,13,34428,1248,343.0,8.23,-0.46299999999999997,-0.0986,-0.24,-0.43700000000000006,-0.42,0.179,-0.215
280,2,New York City,NY,New York,36,8336817,2020,5,13,192394,1074,2308.0,14.8,-0.5920000000000001,-0.184,-0.0655,-0.619,-0.56,0.23399999999999999,-0.28
481,7,Dallas,TX,Texas,48,2635516,2020,5,13,6602,243,251.0,9.39,-0.257,-0.0386,0.0714,-0.33899999999999997,-0.384,0.141,-0.166
682,9,Seattle,WA,Washington,53,2252782,2020,5,13,7223,42,321.0,2.86,-0.457,-0.126,0.493,-0.599,-0.5489999999999999,0.204,-0.237
883,13,Detroit,MI,Michigan,26,1749343,2020,5,13,18409,115,1052.0,6.68,-0.327,-0.0671,0.337,-0.446,-0.48700000000000004,0.17,-0.201
1084,21,San Francisco,CA,California,6,881549,2020,5,13,1997,17,227.0,3.53,-0.716,-0.317,-0.35100000000000003,-0.68,-0.639,0.28300000000000003,-0.336
1285,25,Boston,MA,Massachusetts,25,803907,2020,5,13,15587,133,1939.0,19.7,-0.597,-0.231,-0.29600000000000004,-0.7709999999999999,-0.5770000000000001,0.24,-0.287
1486,28,Denver,CO,Colorado,8,727211,2020,5,13,4254,67,585.0,11.4,-0.44299999999999995,-0.0786,0.0557,-0.664,-0.457,0.17,-0.20199999999999999
1687,38,Miami,FL,Florida,12,2716940,2020,5,13,14467,83,532.0,5.77,-0.423,-0.163,-0.5670000000000001,-0.589,-0.401,0.19,-0.23199999999999998
1888,48,Honolulu,HI,Hawaii,15,974563,2020,5,13,414,3,42.5,0.132,-0.424,-0.16,-0.391,-0.62,-0.41,0.183,-0.22
78,1,Los Angeles,CA,California,6,10039107,2020,5,12,33180,922,331.0,7.63,-0.466,-0.0986,-0.254,-0.441,-0.423,0.18,-0.217
279,2,New York City,NY,New York,36,8336817,2020,5,12,191320,774,2295.0,15.4,-0.603,-0.19699999999999998,-0.145,-0.625,-0.564,0.237,-0.284
480,7,Dallas,TX,Texas,48,2635516,2020,5,12,6359,236,241.0,9.41,-0.259,-0.0371,0.0886,-0.33899999999999997,-0.386,0.141,-0.166
681,9,Seattle,WA,Washington,53,2252782,2020,5,12,7181,64,319.0,3.34,-0.461,-0.13,0.451,-0.601,-0.551,0.20600000000000002,-0.23800000000000002
882,13,Detroit,MI,Michigan,26,1749343,2020,5,12,18294,80,1046.0,7.21,-0.33399999999999996,-0.07,0.307,-0.45299999999999996,-0.493,0.17300000000000001,-0.205
1083,21,San Francisco,CA,California,6,881549,2020,5,12,1980,23,225.0,3.57,-0.716,-0.316,-0.32899999999999996,-0.68,-0.64,0.28300000000000003,-0.336
1284,25,Boston,MA,Massachusetts,25,803907,2020,5,12,15454,98,1922.0,22.8,-0.6,-0.23600000000000002,-0.319,-0.774,-0.58,0.243,-0.29
1485,28,Denver,CO,Colorado,8,727211,2020,5,12,4187,69,576.0,12.6,-0.449,-0.0843,0.05,-0.667,-0.46299999999999997,0.17300000000000001,-0.205
1686,38,Miami,FL,Florida,12,2716940,2020,5,12,14384,218,529.0,6.1,-0.426,-0.161,-0.573,-0.591,-0.406,0.19,-0.23199999999999998
1887,48,Honolulu,HI,Hawaii,15,974563,2020,5,12,411,1,42.2,0.103,-0.42700000000000005,-0.161,-0.39299999999999996,-0.619,-0.413,0.184,-0.222
77,1,Los Angeles,CA,California,6,10039107,2020,5,11,32258,581,321.0,8.6,-0.466,-0.0943,-0.26,-0.441,-0.424,0.18,-0.217
278,2,New York City,NY,New York,36,8336817,2020,5,11,190546,890,2286.0,16.3,-0.602,-0.19699999999999998,-0.146,-0.626,-0.5670000000000001,0.23800000000000002,-0.285
479,7,Dallas,TX,Texas,48,2635516,2020,5,11,6123,253,232.0,9.5,-0.257,-0.0343,0.11,-0.337,-0.387,0.14,-0.16399999999999998
680,9,Seattle,WA,Washington,53,2252782,2020,5,11,7117,69,316.0,3.38,-0.456,-0.121,0.506,-0.6,-0.5539999999999999,0.204,-0.237
881,13,Detroit,MI,Michigan,26,1749343,2020,5,11,18214,119,1041.0,7.19,-0.33899999999999997,-0.0686,0.214,-0.46299999999999997,-0.49700000000000005,0.17600000000000002,-0.207
1082,21,San Francisco,CA,California,6,881549,2020,5,11,1957,11,222.0,4.29,-0.713,-0.314,-0.326,-0.68,-0.6409999999999999,0.28300000000000003,-0.336
1283,25,Boston,MA,Massachusetts,25,803907,2020,5,11,15356,77,1910.0,25.1,-0.597,-0.233,-0.314,-0.774,-0.583,0.243,-0.29
1484,28,Denver,CO,Colorado,8,727211,2020,5,11,4118,48,566.0,13.6,-0.447,-0.0786,0.0486,-0.669,-0.467,0.174,-0.20600000000000002
1685,38,Miami,FL,Florida,12,2716940,2020,5,11,14166,160,521.0,5.65,-0.424,-0.157,-0.581,-0.594,-0.409,0.19,-0.23199999999999998
1886,48,Honolulu,HI,Hawaii,15,974563,2020,5,11,410,2,42.1,0.147,-0.42100000000000004,-0.15,-0.391,-0.617,-0.414,0.184,-0.222
76,1,Los Angeles,CA,California,6,10039107,2020,5,10,31677,480,316.0,8.56,-0.466,-0.09,-0.26899999999999996,-0.441,-0.426,0.18,-0.217
277,2,New York City,NY,New York,36,8336817,2020,5,10,189656,993,2275.0,17.0,-0.597,-0.188,-0.113,-0.624,-0.569,0.23800000000000002,-0.284
478,7,Dallas,TX,Texas,48,2635516,2020,5,10,5870,251,223.0,9.42,-0.259,-0.0343,0.0986,-0.33899999999999997,-0.389,0.141,-0.166
679,9,Seattle,WA,Washington,53,2252782,2020,5,10,7048,46,313.0,2.71,-0.45399999999999996,-0.11699999999999999,0.504,-0.6,-0.556,0.20600000000000002,-0.239
880,13,Detroit,MI,Michigan,26,1749343,2020,5,10,18095,115,1034.0,6.35,-0.33,-0.0614,0.27699999999999997,-0.45899999999999996,-0.5,0.174,-0.20600000000000002
1081,21,San Francisco,CA,California,6,881549,2020,5,10,1946,52,221.0,5.09,-0.7090000000000001,-0.309,-0.299,-0.6759999999999999,-0.643,0.281,-0.335
1282,25,Boston,MA,Massachusetts,25,803907,2020,5,10,15279,160,1901.0,26.7,-0.591,-0.223,-0.28300000000000003,-0.774,-0.584,0.24100000000000002,-0.289
1483,28,Denver,CO,Colorado,8,727211,2020,5,10,4070,69,560.0,14.2,-0.446,-0.0686,0.114,-0.669,-0.47100000000000003,0.17300000000000001,-0.204
1684,38,Miami,FL,Florida,12,2716940,2020,5,10,14006,166,516.0,6.48,-0.423,-0.154,-0.581,-0.596,-0.41,0.191,-0.233
1885,48,Honolulu,HI,Hawaii,15,974563,2020,5,10,408,1,41.9,0.117,-0.419,-0.14300000000000002,-0.39,-0.616,-0.41600000000000004,0.184,-0.222
75,1,Los Angeles,CA,California,6,10039107,2020,5,9,31197,901,311.0,8.97,-0.47,-0.109,-0.276,-0.451,-0.43,0.184,-0.226
276,2,New York City,NY,New York,36,8336817,2020,5,9,188663,1506,2263.0,19.1,-0.601,-0.19399999999999998,-0.0715,-0.628,-0.573,0.239,-0.287
477,7,Dallas,TX,Texas,48,2635516,2020,5,9,5619,250,213.0,9.32,-0.266,-0.0529,0.09,-0.35,-0.396,0.146,-0.175
678,9,Seattle,WA,Washington,53,2252782,2020,5,9,7002,60,311.0,3.14,-0.46399999999999997,-0.134,0.436,-0.609,-0.563,0.21100000000000002,-0.25
879,13,Detroit,MI,Michigan,26,1749343,2020,5,9,17980,136,1028.0,6.97,-0.32899999999999996,-0.0714,0.511,-0.45299999999999996,-0.503,0.174,-0.20600000000000002
1080,21,San Francisco,CA,California,6,881549,2020,5,9,1894,38,215.0,5.54,-0.7090000000000001,-0.314,-0.27899999999999997,-0.674,-0.649,0.284,-0.341
1281,25,Boston,MA,Massachusetts,25,803907,2020,5,9,15119,175,1881.0,26.9,-0.591,-0.22899999999999998,-0.201,-0.7709999999999999,-0.5870000000000001,0.24100000000000002,-0.289
1482,28,Denver,CO,Colorado,8,727211,2020,5,9,4001,109,550.0,15.3,-0.45299999999999996,-0.0843,0.131,-0.6709999999999999,-0.48,0.17600000000000002,-0.21
1683,38,Miami,FL,Florida,12,2716940,2020,5,9,13840,177,509.0,6.36,-0.42,-0.157,-0.5529999999999999,-0.594,-0.41100000000000003,0.193,-0.23600000000000002
1884,48,Honolulu,HI,Hawaii,15,974563,2020,5,9,407,-1,41.8,0.103,-0.43,-0.151,-0.406,-0.62,-0.419,0.187,-0.22699999999999998
74,1,Los Angeles,CA,California,6,10039107,2020,5,8,30296,869,302.0,8.65,-0.47600000000000003,-0.126,-0.289,-0.457,-0.434,0.187,-0.231
275,2,New York City,NY,New York,36,8336817,2020,5,8,187157,1504,2245.0,21.0,-0.597,-0.193,0.0632,-0.623,-0.574,0.23600000000000002,-0.28300000000000003
476,7,Dallas,TX,Texas,48,2635516,2020,5,8,5369,249,204.0,8.95,-0.27699999999999997,-0.07,0.08,-0.35600000000000004,-0.401,0.149,-0.18
677,9,Seattle,WA,Washington,53,2252782,2020,5,8,6942,77,308.0,3.38,-0.474,-0.156,0.27899999999999997,-0.624,-0.5710000000000001,0.21899999999999997,-0.263
878,13,Detroit,MI,Michigan,26,1749343,2020,5,8,17844,157,1020.0,6.97,-0.33,-0.0914,0.541,-0.447,-0.506,0.174,-0.20600000000000002
1079,21,San Francisco,CA,California,6,881549,2020,5,8,1856,50,211.0,5.35,-0.71,-0.32,-0.27899999999999997,-0.677,-0.654,0.287,-0.34600000000000003
1280,25,Boston,MA,Massachusetts,25,803907,2020,5,8,14944,212,1859.0,29.3,-0.584,-0.226,-0.10099999999999999,-0.764,-0.5870000000000001,0.239,-0.284
1481,28,Denver,CO,Colorado,8,727211,2020,5,8,3892,93,535.0,15.7,-0.46299999999999997,-0.10300000000000001,0.107,-0.677,-0.489,0.18,-0.218
1682,38,Miami,FL,Florida,12,2716940,2020,5,8,13663,79,503.0,6.7,-0.426,-0.177,-0.5589999999999999,-0.599,-0.41600000000000004,0.196,-0.24100000000000002
1883,48,Honolulu,HI,Hawaii,15,974563,2020,5,8,408,0,41.9,0.117,-0.436,-0.166,-0.42100000000000004,-0.624,-0.423,0.19,-0.23199999999999998
73,1,Los Angeles,CA,California,6,10039107,2020,5,7,29427,783,293.0,8.89,-0.479,-0.131,-0.299,-0.45899999999999996,-0.43700000000000006,0.19,-0.23399999999999999
274,2,New York City,NY,New York,36,8336817,2020,5,7,185653,1883,2227.0,22.1,-0.596,-0.193,0.0894,-0.622,-0.5760000000000001,0.23800000000000002,-0.284
475,7,Dallas,TX,Texas,48,2635516,2020,5,7,5120,251,194.0,8.61,-0.281,-0.0743,0.0871,-0.35600000000000004,-0.40399999999999997,0.15,-0.18100000000000002
676,9,Seattle,WA,Washington,53,2252782,2020,5,7,6865,93,305.0,3.52,-0.479,-0.166,0.204,-0.629,-0.574,0.223,-0.267
877,13,Detroit,MI,Michigan,26,1749343,2020,5,7,17687,96,1011.0,7.66,-0.324,-0.0857,0.6609999999999999,-0.439,-0.509,0.17300000000000001,-0.204
1078,21,San Francisco,CA,California,6,881549,2020,5,7,1806,27,205.0,4.93,-0.71,-0.32299999999999995,-0.281,-0.679,-0.657,0.289,-0.34700000000000003
1279,25,Boston,MA,Massachusetts,25,803907,2020,5,7,14732,256,1833.0,32.7,-0.5870000000000001,-0.23,-0.10300000000000001,-0.7659999999999999,-0.59,0.24,-0.285
1480,28,Denver,CO,Colorado,8,727211,2020,5,7,3799,125,522.0,15.7,-0.46399999999999997,-0.107,0.121,-0.68,-0.493,0.18,-0.218
1681,38,Miami,FL,Florida,12,2716940,2020,5,7,13584,214,500.0,8.0,-0.42700000000000005,-0.183,-0.564,-0.603,-0.42,0.19699999999999998,-0.243
1882,48,Honolulu,HI,Hawaii,15,974563,2020,5,7,408,3,41.9,0.132,-0.43700000000000006,-0.17300000000000001,-0.431,-0.626,-0.426,0.193,-0.235
72,1,Los Angeles,CA,California,6,10039107,2020,5,6,28644,829,285.0,8.76,-0.48100000000000004,-0.13699999999999998,-0.309,-0.46,-0.44,0.191,-0.235
273,2,New York City,NY,New York,36,8336817,2020,5,6,183770,1452,2204.0,23.4,-0.609,-0.218,-0.0106,-0.63,-0.5820000000000001,0.243,-0.289
474,7,Dallas,TX,Texas,48,2635516,2020,5,6,4869,246,185.0,8.22,-0.28600000000000003,-0.0757,0.0843,-0.35700000000000004,-0.40700000000000003,0.151,-0.183
675,9,Seattle,WA,Washington,53,2252782,2020,5,6,6772,117,301.0,3.73,-0.484,-0.17300000000000001,0.129,-0.634,-0.579,0.226,-0.27
876,13,Detroit,MI,Michigan,26,1749343,2020,5,6,17591,180,1006.0,8.8,-0.337,-0.0986,0.561,-0.45299999999999996,-0.514,0.177,-0.209
1077,21,San Francisco,CA,California,6,881549,2020,5,6,1779,19,202.0,4.68,-0.713,-0.32899999999999996,-0.306,-0.6829999999999999,-0.66,0.29100000000000004,-0.35
1278,25,Boston,MA,Massachusetts,25,803907,2020,5,6,14476,303,1801.0,34.4,-0.594,-0.24,-0.153,-0.77,-0.593,0.243,-0.28800000000000003
1479,28,Denver,CO,Colorado,8,727211,2020,5,6,3674,128,505.0,15.4,-0.467,-0.114,0.11900000000000001,-0.6829999999999999,-0.496,0.18100000000000002,-0.21899999999999997
1680,38,Miami,FL,Florida,12,2716940,2020,5,6,13370,147,492.0,7.59,-0.434,-0.196,-0.583,-0.609,-0.426,0.2,-0.245
1881,48,Honolulu,HI,Hawaii,15,974563,2020,5,6,405,1,41.6,0.088,-0.439,-0.17600000000000002,-0.436,-0.624,-0.43,0.19399999999999998,-0.237
71,1,Los Angeles,CA,California,6,10039107,2020,5,5,27815,1598,277.0,9.73,-0.486,-0.14400000000000002,-0.32,-0.46299999999999997,-0.441,0.193,-0.237
272,2,New York City,NY,New York,36,8336817,2020,5,5,182318,1284,2187.0,25.4,-0.611,-0.221,-0.0014199999999999998,-0.632,-0.585,0.245,-0.29100000000000004
473,7,Dallas,TX,Texas,48,2635516,2020,5,5,4623,253,175.0,7.5,-0.293,-0.0829,0.0571,-0.36,-0.41100000000000003,0.156,-0.187
674,9,Seattle,WA,Washington,53,2252782,2020,5,5,6655,71,295.0,3.8,-0.486,-0.17600000000000002,0.131,-0.637,-0.581,0.22699999999999998,-0.271
875,13,Detroit,MI,Michigan,26,1749343,2020,5,5,17411,77,995.0,9.95,-0.353,-0.113,0.451,-0.467,-0.519,0.183,-0.215
1076,21,San Francisco,CA,California,6,881549,2020,5,5,1760,68,200.0,4.68,-0.7190000000000001,-0.337,-0.341,-0.687,-0.6629999999999999,0.293,-0.35100000000000003
1277,25,Boston,MA,Massachusetts,25,803907,2020,5,5,14173,232,1763.0,36.1,-0.594,-0.243,-0.15,-0.77,-0.594,0.243,-0.28800000000000003
1478,28,Denver,CO,Colorado,8,727211,2020,5,5,3546,118,488.0,14.8,-0.469,-0.11599999999999999,0.12,-0.6859999999999999,-0.5,0.18100000000000002,-0.21899999999999997
1679,38,Miami,FL,Florida,12,2716940,2020,5,5,13223,132,487.0,7.32,-0.439,-0.203,-0.5870000000000001,-0.61,-0.43,0.203,-0.249
1880,48,Honolulu,HI,Hawaii,15,974563,2020,5,5,404,4,41.5,0.117,-0.441,-0.183,-0.451,-0.629,-0.434,0.19699999999999998,-0.24
70,1,Los Angeles,CA,California,6,10039107,2020,5,4,26217,555,261.0,8.25,-0.494,-0.154,-0.33,-0.467,-0.444,0.184,-0.228
271,2,New York City,NY,New York,36,8336817,2020,5,4,181034,1306,2172.0,26.7,-0.616,-0.225,0.0276,-0.634,-0.588,0.239,-0.285
472,7,Dallas,TX,Texas,48,2635516,2020,5,4,4370,237,166.0,6.86,-0.304,-0.0929,0.04,-0.361,-0.41600000000000004,0.15,-0.182
673,9,Seattle,WA,Washington,53,2252782,2020,5,4,6584,-36,292.0,3.75,-0.496,-0.191,0.0686,-0.643,-0.584,0.21899999999999997,-0.263
874,13,Detroit,MI,Michigan,26,1749343,2020,5,4,17334,16,991.0,11.8,-0.35700000000000004,-0.121,0.556,-0.46399999999999997,-0.523,0.174,-0.207
