,cityid,cityname,stateabbrev,statename,statefips,city_pop2019,year,month,day,case_count,new_case_count,case_rate,new_case_rate,gps_retail_and_recreation,gps_grocery_and_pharmacy,gps_parks,gps_transit_stations,gps_workplaces,gps_residential,gps_away_from_home,concat
244,2,New York City,NY,New York,36,8336817,2020,4,7,78498,4945,942.0,59.9,-0.642,-0.275,-.291,-0.677,-0.6559999999999999,0.27899999999999997,-0.337,47
445,7,Dallas,TX,Texas,48,2635516,2020,4,7,1261,106,47.8,3.41,-0.429,-0.147,-.337,-0.479,-0.47700000000000004,0.204,-0.255,47
646,9,Seattle,WA,Washington,53,2252782,2020,4,7,3488,155,155.0,7.33,-0.546,-0.22399999999999998,.08,-0.691,-0.634,0.254,-0.305,47
847,13,Detroit,MI,Michigan,26,1749343,2020,4,7,9045,775,517.0,43.4,-0.53,-0.187,.27,-0.5670000000000001,-0.594,0.221,-0.267,47
1048,21,San Francisco,CA,California,6,881549,2020,4,7,622,36,70.6,3.6,-0.727,-0.33299999999999996,-.523,-0.733,-0.7070000000000001,0.317,-0.38799999999999996,47
1249,25,Boston,MA,Massachusetts,25,803907,2020,4,7,3245,316,404.0,33.3,-0.6509999999999999,-0.24,-.361,-0.789,-0.633,0.26899999999999996,-0.324,47
1450,28,Denver,CO,Colorado,8,727211,2020,4,7,884,37,122.0,6.78,-0.5589999999999999,-0.174,-.0914,-0.737,-0.551,0.223,-0.271,47
1651,38,Miami,FL,Florida,12,2716940,2020,4,7,5125,455,189.0,15.8,-0.521,-0.264,-.727,-0.667,-0.503,0.24600000000000002,-0.306,47
1852,48,Honolulu,HI,Hawaii,15,974563,2020,4,7,312,20,32.0,2.27,-0.48100000000000004,-0.239,-.601,-0.664,-0.48100000000000004,0.22399999999999998,-0.276,47
42,1,Los Angeles,CA,California,6,10039107,2020,4,6,6360,420,63.4,5.53,-0.45899999999999996,-0.21100000000000002,-.457,-0.527,-0.491,0.226,-0.281,46
243,2,New York City,NY,New York,36,8336817,2020,4,6,73553,4827,882.0,60.3,-0.635,-0.285,-.321,-0.675,-0.654,0.278,-0.337,46
444,7,Dallas,TX,Texas,48,2635516,2020,4,6,1155,43,43.8,3.28,-0.424,-0.141,-.349,-0.479,-0.47600000000000003,0.204,-0.255,46
645,9,Seattle,WA,Washington,53,2252782,2020,4,6,3333,164,148.0,6.35,-0.547,-0.22899999999999998,.0214,-0.691,-0.634,0.256,-0.306,46
846,13,Detroit,MI,Michigan,26,1749343,2020,4,6,8270,752,473.0,41.4,-0.526,-0.18600000000000003,.244,-0.563,-0.591,0.22,-0.266,46
1047,21,San Francisco,CA,California,6,881549,2020,4,6,586,15,66.5,3.44,-0.726,-0.33299999999999996,-.533,-0.731,-0.706,0.317,-0.38799999999999996,46
1248,25,Boston,MA,Massachusetts,25,803907,2020,4,6,2929,271,364.0,32.2,-0.65,-0.24,-.38,-0.7859999999999999,-0.629,0.267,-0.32299999999999995,46
1449,28,Denver,CO,Colorado,8,727211,2020,4,6,847,22,116.0,7.5,-0.5589999999999999,-0.17300000000000001,-.0914,-0.7340000000000001,-0.55,0.221,-0.26899999999999996,46
1650,38,Miami,FL,Florida,12,2716940,2020,4,6,4670,525,172.0,15.6,-0.516,-0.263,-.726,-0.6629999999999999,-0.499,0.243,-0.303,46
1851,48,Honolulu,HI,Hawaii,15,974563,2020,4,6,292,11,30.0,2.24,-0.47700000000000004,-0.244,-.604,-0.6609999999999999,-0.479,0.223,-0.27399999999999997,46
41,1,Los Angeles,CA,California,6,10039107,2020,4,5,5940,663,59.2,5.41,-0.449,-0.20600000000000002,-.423,-0.517,-0.48700000000000004,0.221,-0.276,45
242,2,New York City,NY,New York,36,8336817,2020,4,5,68726,4452,824.0,59.5,-0.635,-0.289,-.353,-0.6729999999999999,-0.65,0.27699999999999997,-0.336,45
443,7,Dallas,TX,Texas,48,2635516,2020,4,5,1112,97,42.2,3.63,-0.429,-0.149,-.377,-0.483,-0.47600000000000003,0.20600000000000002,-0.256,45
644,9,Seattle,WA,Washington,53,2252782,2020,4,5,3169,269,141.0,6.38,-0.5539999999999999,-0.239,-.0629,-0.6940000000000001,-0.634,0.257,-0.308,45
845,13,Detroit,MI,Michigan,26,1749343,2020,4,5,7518,756,430.0,39.3,-0.53,-0.19,.184,-0.564,-0.59,0.22,-0.266,45
1046,21,San Francisco,CA,California,6,881549,2020,4,5,571,42,64.8,3.69,-0.7170000000000001,-0.317,-.493,-0.7240000000000001,-0.703,0.313,-0.38299999999999995,45
1247,25,Boston,MA,Massachusetts,25,803907,2020,4,5,2658,229,331.0,30.5,-0.6509999999999999,-0.249,-.436,-0.7859999999999999,-0.626,0.26899999999999996,-0.325,45
1448,28,Denver,CO,Colorado,8,727211,2020,4,5,825,56,113.0,8.19,-0.561,-0.18,-.129,-0.7340000000000001,-0.55,0.223,-0.271,45
1649,38,Miami,FL,Florida,12,2716940,2020,4,5,4145,256,153.0,14.1,-0.511,-0.261,-.719,-0.657,-0.493,0.24,-0.299,45
1850,48,Honolulu,HI,Hawaii,15,974563,2020,4,5,281,15,28.8,2.37,-0.474,-0.253,-.599,-0.6559999999999999,-0.47600000000000003,0.221,-0.273,45
40,1,Los Angeles,CA,California,6,10039107,2020,4,4,5277,711,52.6,4.94,-0.446,-0.20600000000000002,-.407,-0.513,-0.484,0.221,-0.276,44
241,2,New York City,NY,New York,36,8336817,2020,4,4,64274,6333,771.0,57.2,-0.639,-0.293,-.395,-0.674,-0.648,0.278,-0.33799999999999997,44
442,7,Dallas,TX,Texas,48,2635516,2020,4,4,1015,94,38.5,3.12,-0.423,-0.15,-.346,-0.474,-0.47,0.204,-0.253,44
643,9,Seattle,WA,Washington,53,2252782,2020,4,4,2900,111,129.0,5.21,-0.556,-0.24,-.0486,-0.691,-0.633,0.257,-0.308,44
844,13,Detroit,MI,Michigan,26,1749343,2020,4,4,6762,666,387.0,36.3,-0.5329999999999999,-0.19399999999999998,.12,-0.5660000000000001,-0.5870000000000001,0.22,-0.266,44
1045,21,San Francisco,CA,California,6,881549,2020,4,4,529,29,60.0,3.58,-0.7140000000000001,-0.311,-.479,-0.7190000000000001,-0.701,0.311,-0.38,44
1246,25,Boston,MA,Massachusetts,25,803907,2020,4,4,2429,246,302.0,28.2,-0.657,-0.266,-.493,-0.787,-0.624,0.27,-0.327,44
1447,28,Denver,CO,Colorado,8,727211,2020,4,4,769,53,106.0,7.9,-0.5670000000000001,-0.187,-.161,-0.733,-0.547,0.226,-0.27699999999999997,44
1648,38,Miami,FL,Florida,12,2716940,2020,4,4,3889,526,143.0,14.6,-0.507,-0.26,-.714,-0.654,-0.49,0.239,-0.29600000000000004,44
1849,48,Honolulu,HI,Hawaii,15,974563,2020,4,4,266,29,27.3,2.32,-0.47600000000000003,-0.267,-.594,-0.65,-0.474,0.221,-0.273,44
39,1,Los Angeles,CA,California,6,10039107,2020,4,3,4566,521,45.5,4.41,-0.446,-0.207,-.404,-0.514,-0.48100000000000004,0.221,-0.276,43
240,2,New York City,NY,New York,36,8336817,2020,4,3,57941,5541,695.0,55.6,-0.643,-0.304,-.448,-0.6759999999999999,-0.644,0.278,-0.33799999999999997,43
441,7,Dallas,TX,Texas,48,2635516,2020,4,3,921,90,34.9,3.0,-0.41600000000000004,-0.147,-.287,-0.46299999999999997,-0.46299999999999997,0.2,-0.24600000000000002,43
642,9,Seattle,WA,Washington,53,2252782,2020,4,3,2789,131,124.0,6.08,-0.561,-0.25,-.101,-0.6940000000000001,-0.633,0.259,-0.31,43
843,13,Detroit,MI,Michigan,26,1749343,2020,4,3,6096,1027,348.0,35.0,-0.539,-0.203,.0471,-0.57,-0.586,0.221,-0.26899999999999996,43
1044,21,San Francisco,CA,California,6,881549,2020,4,3,500,50,56.7,3.53,-0.71,-0.301,-.46,-0.7140000000000001,-0.6990000000000001,0.31,-0.37799999999999995,43
1245,25,Boston,MA,Massachusetts,25,803907,2020,4,3,2183,287,272.0,27.6,-0.6559999999999999,-0.27899999999999997,-.473,-0.784,-0.62,0.26899999999999996,-0.325,43
1446,28,Denver,CO,Colorado,8,727211,2020,4,3,716,73,98.5,7.94,-0.573,-0.19399999999999998,-.184,-0.731,-0.5489999999999999,0.22899999999999998,-0.282,43
1647,38,Miami,FL,Florida,12,2716940,2020,4,3,3363,478,124.0,13.1,-0.506,-0.26,-.713,-0.653,-0.484,0.237,-0.294,43
1848,48,Honolulu,HI,Hawaii,15,974563,2020,4,3,237,31,24.3,2.2,-0.47700000000000004,-0.27899999999999997,-.599,-0.6459999999999999,-0.47100000000000003,0.221,-0.273,43
38,1,Los Angeles,CA,California,6,10039107,2020,4,2,4045,527,40.3,4.03,-0.449,-0.213,-.399,-0.514,-0.479,0.221,-0.276,42
239,2,New York City,NY,New York,36,8336817,2020,4,2,52400,4486,629.0,50.1,-0.636,-0.297,-.374,-0.6679999999999999,-0.636,0.27399999999999997,-0.33299999999999996,42
440,7,Dallas,TX,Texas,48,2635516,2020,4,2,831,100,31.5,2.86,-0.41600000000000004,-0.154,-.234,-0.451,-0.45899999999999996,0.196,-0.242,42
641,9,Seattle,WA,Washington,53,2252782,2020,4,2,2658,160,118.0,6.84,-0.5660000000000001,-0.256,-.111,-0.693,-0.631,0.259,-0.31,42
842,13,Detroit,MI,Michigan,26,1749343,2020,4,2,5069,599,290.0,30.1,-0.5489999999999999,-0.217,-.0271,-0.5760000000000001,-0.581,0.223,-0.27,42
1043,21,San Francisco,CA,California,6,881549,2020,4,2,450,13,51.0,3.63,-0.711,-0.299,-.463,-0.716,-0.6970000000000001,0.311,-0.379,42
1244,25,Boston,MA,Massachusetts,25,803907,2020,4,2,1896,272,236.0,25.7,-0.647,-0.27,-.384,-0.7759999999999999,-0.614,0.263,-0.319,42
1445,28,Denver,CO,Colorado,8,727211,2020,4,2,643,57,88.4,7.48,-0.58,-0.204,-.194,-0.73,-0.546,0.22899999999999998,-0.282,42
1646,38,Miami,FL,Florida,12,2716940,2020,4,2,2885,470,106.0,11.7,-0.504,-0.261,-.71,-0.649,-0.48,0.23600000000000002,-0.293,42
1847,48,Honolulu,HI,Hawaii,15,974563,2020,4,2,206,24,21.1,1.89,-0.48,-0.293,-.607,-0.644,-0.469,0.223,-0.27399999999999997,42
37,1,Los Angeles,CA,California,6,10039107,2020,4,1,3518,507,35.0,3.87,-0.449,-0.214,-.393,-0.513,-0.47600000000000003,0.22,-0.275,41
238,2,New York City,NY,New York,36,8336817,2020,4,1,47914,4396,575.0,47.7,-0.632,-0.29100000000000004,-.335,-0.662,-0.629,0.26899999999999996,-0.32899999999999996,41
439,7,Dallas,TX,Texas,48,2635516,2020,4,1,731,100,27.7,3.05,-0.41700000000000004,-0.16,-.209,-0.447,-0.456,0.19399999999999998,-0.24,41
640,9,Seattle,WA,Washington,53,2252782,2020,4,1,2498,166,111.0,7.22,-0.57,-0.261,-.137,-0.69,-0.629,0.259,-0.31,41
841,13,Detroit,MI,Michigan,26,1749343,2020,4,1,4470,735,256.0,27.3,-0.5589999999999999,-0.23,-.126,-0.581,-0.5770000000000001,0.22399999999999998,-0.271,41
1042,21,San Francisco,CA,California,6,881549,2020,4,1,437,37,49.6,4.15,-0.711,-0.29600000000000004,-.46,-0.716,-0.6970000000000001,0.311,-0.379,41
1243,25,Boston,MA,Massachusetts,25,803907,2020,4,1,1624,251,202.0,22.8,-0.643,-0.267,-.326,-0.769,-0.61,0.26,-0.317,41
1444,28,Denver,CO,Colorado,8,727211,2020,4,1,586,47,80.6,7.31,-0.58,-0.204,-.119,-0.723,-0.54,0.22399999999999998,-0.27699999999999997,41
1645,38,Miami,FL,Florida,12,2716940,2020,4,1,2415,292,88.9,10.1,-0.504,-0.267,-.709,-0.643,-0.47600000000000003,0.23399999999999999,-0.29100000000000004,41
1846,48,Honolulu,HI,Hawaii,15,974563,2020,4,1,182,25,18.7,1.67,-0.48100000000000004,-0.3,-.614,-0.6409999999999999,-0.474,0.226,-0.27699999999999997,41
36,1,Los Angeles,CA,California,6,10039107,2020,3,31,3011,537,30.0,3.34,-0.451,-0.217,-.393,-0.514,-0.47100000000000003,0.22,-0.275,331
237,2,New York City,NY,New York,36,8336817,2020,3,31,43518,5143,522.0,49.0,-0.636,-0.29600000000000004,-.366,-0.66,-0.621,0.268,-0.327,331
438,7,Dallas,TX,Texas,48,2635516,2020,3,31,631,82,23.9,2.5,-0.426,-0.171,-.2,-0.447,-0.45299999999999996,0.196,-0.242,331
639,9,Seattle,WA,Washington,53,2252782,2020,3,31,2332,0,104.0,6.68,-0.5710000000000001,-0.261,-.16,-0.687,-0.621,0.256,-0.307,331
840,13,Detroit,MI,Michigan,26,1749343,2020,3,31,3735,540,214.0,23.4,-0.563,-0.237,-.0414,-0.5770000000000001,-0.5710000000000001,0.223,-0.27,331
1041,21,San Francisco,CA,California,6,881549,2020,3,31,400,26,45.4,4.02,-0.713,-0.29100000000000004,-.46,-0.7170000000000001,-0.696,0.311,-0.379,331
1242,25,Boston,MA,Massachusetts,25,803907,2020,3,31,1373,258,171.0,20.2,-0.647,-0.27899999999999997,-.334,-0.767,-0.607,0.261,-0.318,331
1443,28,Denver,CO,Colorado,8,727211,2020,3,31,539,74,74.1,7.13,-0.586,-0.214,-.123,-0.7170000000000001,-0.537,0.22399999999999998,-0.27699999999999997,331
1644,38,Miami,FL,Florida,12,2716940,2020,3,31,2123,423,78.1,9.24,-0.504,-0.26899999999999996,-.707,-0.637,-0.47100000000000003,0.233,-0.29,331
1845,48,Honolulu,HI,Hawaii,15,974563,2020,3,31,157,18,16.1,1.45,-0.484,-0.301,-.621,-0.629,-0.47,0.226,-0.27699999999999997,331
35,1,Los Angeles,CA,California,6,10039107,2020,3,30,2474,338,24.6,2.76,-0.45299999999999996,-0.214,-.387,-0.514,-0.469,0.22,-0.275,330
236,2,New York City,NY,New York,36,8336817,2020,3,30,38375,4392,460.0,44.6,-0.629,-0.281,-.322,-0.652,-0.613,0.263,-0.32299999999999995,330
437,7,Dallas,TX,Texas,48,2635516,2020,3,30,549,106,20.8,2.11,-0.43700000000000006,-0.18600000000000003,-.187,-0.446,-0.451,0.19699999999999998,-0.243,330
638,9,Seattle,WA,Washington,53,2252782,2020,3,30,2332,169,104.0,7.39,-0.5670000000000001,-0.253,-.163,-0.679,-0.61,0.251,-0.303,330
839,13,Detroit,MI,Michigan,26,1749343,2020,3,30,3195,491,183.0,20.9,-0.5710000000000001,-0.247,-.04,-0.574,-0.5660000000000001,0.223,-0.27,330
1040,21,San Francisco,CA,California,6,881549,2020,3,30,374,31,42.4,3.89,-0.7140000000000001,-0.29100000000000004,-.483,-0.72,-0.6940000000000001,0.313,-0.381,330
1241,25,Boston,MA,Massachusetts,25,803907,2020,3,30,1115,175,139.0,17.1,-0.647,-0.276,-.331,-0.763,-0.603,0.26,-0.317,330
1442,28,Denver,CO,Colorado,8,727211,2020,3,30,465,57,63.9,6.23,-0.579,-0.203,-.123,-0.7090000000000001,-0.527,0.221,-0.275,330
1643,38,Miami,FL,Florida,12,2716940,2020,3,30,1700,229,62.6,7.48,-0.5,-0.257,-.703,-0.629,-0.46399999999999997,0.23,-0.287,330
1844,48,Honolulu,HI,Hawaii,15,974563,2020,3,30,139,20,14.3,1.26,-0.48700000000000004,-0.297,-.619,-0.611,-0.46299999999999997,0.22399999999999998,-0.275,330
34,1,Los Angeles,CA,California,6,10039107,2020,3,29,2136,332,21.3,2.44,-0.45299999999999996,-0.209,-.384,-0.51,-0.46299999999999997,0.22,-0.275,329
235,2,New York City,NY,New York,36,8336817,2020,3,29,33983,3064,408.0,42.7,-0.638,-0.3,-.36,-0.654,-0.607,0.263,-0.32299999999999995,329
436,7,Dallas,TX,Texas,48,2635516,2020,3,29,443,4,16.8,1.69,-0.41700000000000004,-0.147,-.147,-0.43,-0.436,0.18899999999999997,-0.233,329
637,9,Seattle,WA,Washington,53,2252782,2020,3,29,2163,84,96.0,7.15,-0.5529999999999999,-0.23,-.129,-0.6659999999999999,-0.594,0.244,-0.294,329
838,13,Detroit,MI,Michigan,26,1749343,2020,3,29,2704,388,155.0,18.2,-0.541,-0.193,-.03,-0.556,-0.544,0.214,-0.26,329
1039,21,San Francisco,CA,California,6,881549,2020,3,29,343,35,38.9,3.76,-0.716,-0.29,-.5,-0.721,-0.6940000000000001,0.314,-0.382,329
1240,25,Boston,MA,Massachusetts,25,803907,2020,3,29,940,97,117.0,14.5,-0.636,-0.256,-.329,-0.754,-0.593,0.254,-0.31,329
1441,28,Denver,CO,Colorado,8,727211,2020,3,29,408,41,56.1,5.56,-0.5539999999999999,-0.166,-.1,-0.696,-0.513,0.214,-0.266,329
1642,38,Miami,FL,Florida,12,2716940,2020,3,29,1471,350,54.1,6.54,-0.493,-0.24100000000000002,-.697,-0.619,-0.456,0.226,-0.282,329
1843,48,Honolulu,HI,Hawaii,15,974563,2020,3,29,119,11,12.2,1.14,-0.47100000000000003,-0.271,-.609,-0.5870000000000001,-0.446,0.217,-0.267,329
33,1,Los Angeles,CA,California,6,10039107,2020,3,28,1804,339,18.0,2.07,-0.45399999999999996,-0.207,-.367,-0.51,-0.45899999999999996,0.21899999999999997,-0.272,328
234,2,New York City,NY,New York,36,8336817,2020,3,28,30919,5410,371.0,42.3,-0.623,-0.278,-.319,-0.642,-0.591,0.259,-0.313,328
435,7,Dallas,TX,Texas,48,2635516,2020,3,28,439,72,16.7,1.86,-0.41100000000000003,-0.121,-.174,-0.423,-0.426,0.18600000000000003,-0.22699999999999998,328
636,9,Seattle,WA,Washington,53,2252782,2020,3,28,2079,249,92.3,7.25,-0.5429999999999999,-0.217,-.1,-0.653,-0.581,0.24,-0.28600000000000003,328
837,13,Detroit,MI,Michigan,26,1749343,2020,3,28,2316,506,132.0,16.1,-0.527,-0.17600000000000002,-.0143,-0.537,-0.527,0.21,-0.251,328
1038,21,San Francisco,CA,California,6,881549,2020,3,28,308,26,34.9,3.63,-0.711,-0.28,-.47,-0.716,-0.687,0.311,-0.377,328
1239,25,Boston,MA,Massachusetts,25,803907,2020,3,28,843,212,105.0,13.1,-0.62,-0.23,-.269,-0.737,-0.58,0.249,-0.298,328
1440,28,Denver,CO,Colorado,8,727211,2020,3,28,367,55,50.5,5.28,-0.539,-0.14,-.0557,-0.679,-0.501,0.209,-0.254,328
1641,38,Miami,FL,Florida,12,2716940,2020,3,28,1121,252,41.3,5.0,-0.484,-0.221,-.687,-0.6,-0.44299999999999995,0.221,-0.273,328
1842,48,Honolulu,HI,Hawaii,15,974563,2020,3,28,108,21,11.1,1.07,-0.451,-0.24100000000000002,-.579,-0.55,-0.424,0.21,-0.252,328
32,1,Los Angeles,CA,California,6,10039107,2020,3,27,1465,249,14.6,1.67,-0.451,-0.196,-.333,-0.501,-0.451,0.21600000000000003,-0.267,327
233,2,New York City,NY,New York,36,8336817,2020,3,27,25509,2327,306.0,36.1,-0.593,-0.226,-.233,-0.617,-0.5660000000000001,0.25,-0.298,327
434,7,Dallas,TX,Texas,48,2635516,2020,3,27,367,64,13.9,1.59,-0.4,-0.0986,-.18,-0.409,-0.40700000000000003,0.18100000000000002,-0.22,327
635,9,Seattle,WA,Washington,53,2252782,2020,3,27,1830,251,81.2,6.57,-0.527,-0.19399999999999998,.0229,-0.63,-0.564,0.233,-0.273,327
836,13,Detroit,MI,Michigan,26,1749343,2020,3,27,1810,421,103.0,13.0,-0.501,-0.136,.0657,-0.504,-0.5,0.201,-0.23600000000000002,327
1037,21,San Francisco,CA,California,6,881549,2020,3,27,282,56,32.0,3.29,-0.7070000000000001,-0.266,-.433,-0.71,-0.68,0.307,-0.369,327
1238,25,Boston,MA,Massachusetts,25,803907,2020,3,27,631,183,78.5,9.67,-0.606,-0.201,-.251,-0.72,-0.5660000000000001,0.243,-0.28800000000000003,327
1439,28,Denver,CO,Colorado,8,727211,2020,3,27,312,50,42.9,4.58,-0.523,-0.109,-.0386,-0.654,-0.486,0.201,-0.242,327
1640,38,Miami,FL,Florida,12,2716940,2020,3,27,869,216,32.0,3.92,-0.47,-0.191,-.676,-0.5770000000000001,-0.42700000000000005,0.21600000000000003,-0.263,327
1841,48,Honolulu,HI,Hawaii,15,974563,2020,3,27,87,10,8.93,0.865,-0.43,-0.21,-.54,-0.511,-0.401,0.203,-0.24,327
31,1,Los Angeles,CA,California,6,10039107,2020,3,26,1216,417,12.1,1.4,-0.444,-0.17600000000000002,-.326,-0.491,-0.44,0.21100000000000002,-0.263,326
232,2,New York City,NY,New York,36,8336817,2020,3,26,23182,3121,278.0,35.5,-0.5670000000000001,-0.18100000000000002,-.215,-0.597,-0.544,0.239,-0.287,326
433,7,Dallas,TX,Texas,48,2635516,2020,3,26,303,134,11.5,1.34,-0.384,-0.0614,-.209,-0.39899999999999997,-0.389,0.17600000000000002,-0.214,326
634,9,Seattle,WA,Washington,53,2252782,2020,3,26,1579,219,70.1,5.62,-0.504,-0.163,.166,-0.609,-0.546,0.221,-0.262,326
835,13,Detroit,MI,Michigan,26,1749343,2020,3,26,1389,267,79.4,10.4,-0.473,-0.0914,.09,-0.47600000000000003,-0.473,0.187,-0.222,326
1036,21,San Francisco,CA,California,6,881549,2020,3,26,226,45,25.6,2.48,-0.703,-0.25,-.416,-0.706,-0.677,0.304,-0.366,326
1237,25,Boston,MA,Massachusetts,25,803907,2020,3,26,448,106,55.7,6.68,-0.589,-0.166,-.254,-0.703,-0.55,0.23399999999999999,-0.28,326
1438,28,Denver,CO,Colorado,8,727211,2020,3,26,262,48,36.0,3.95,-0.509,-0.0786,-.0343,-0.636,-0.479,0.19699999999999998,-0.23800000000000002,326
1639,38,Miami,FL,Florida,12,2716940,2020,3,26,653,164,24.0,2.9,-0.45,-0.15,-.661,-0.5539999999999999,-0.406,0.204,-0.252,326
1840,48,Honolulu,HI,Hawaii,15,974563,2020,3,26,77,9,7.9,0.865,-0.401,-0.174,-.489,-0.47,-0.381,0.18899999999999997,-0.226,326
30,1,Los Angeles,CA,California,6,10039107,2020,3,25,799,137,7.96,0.867,-0.429,-0.14300000000000002,-.319,-0.474,-0.419,0.203,-0.254,325
231,2,New York City,NY,New York,36,8336817,2020,3,25,20061,5118,241.0,32.1,-0.5429999999999999,-0.152,-.224,-0.5760000000000001,-0.517,0.22699999999999998,-0.276,325
432,7,Dallas,TX,Texas,48,2635516,2020,3,25,169,0,6.41,0.732,-0.366,-0.0286,-.219,-0.386,-0.369,0.16899999999999998,-0.207,325
633,9,Seattle,WA,Washington,53,2252782,2020,3,25,1360,82,60.4,5.05,-0.479,-0.13,.314,-0.589,-0.527,0.21,-0.251,325
834,13,Detroit,MI,Michigan,26,1749343,2020,3,25,1122,249,64.1,8.97,-0.441,-0.0414,.09,-0.446,-0.439,0.17300000000000001,-0.20800000000000002,325
1035,21,San Francisco,CA,California,6,881549,2020,3,25,181,29,20.5,2.11,-0.6970000000000001,-0.23600000000000002,-.396,-0.701,-0.6709999999999999,0.3,-0.36200000000000004,325
1236,25,Boston,MA,Massachusetts,25,803907,2020,3,25,342,108,42.5,5.17,-0.5770000000000001,-0.153,-.309,-0.687,-0.534,0.22899999999999998,-0.27399999999999997,325
1437,28,Denver,CO,Colorado,8,727211,2020,3,25,214,38,29.4,3.32,-0.506,-0.0671,-.109,-0.631,-0.47,0.19699999999999998,-0.23800000000000002,325
1638,38,Miami,FL,Florida,12,2716940,2020,3,25,489,124,18.0,2.17,-0.423,-0.107,-.633,-0.527,-0.38,0.191,-0.239,325
1839,48,Honolulu,HI,Hawaii,15,974563,2020,3,25,68,10,6.98,0.85,-0.364,-0.133,-.446,-0.42700000000000005,-0.34600000000000003,0.171,-0.209,325
29,1,Los Angeles,CA,California,6,10039107,2020,3,24,662,126,6.59,0.737,-0.40700000000000003,-0.11,-.287,-0.45,-0.396,0.193,-0.243,324
230,2,New York City,NY,New York,36,8336817,2020,3,24,14943,2614,179.0,24.5,-0.502,-0.0961,-.149,-0.546,-0.485,0.21100000000000002,-0.258,324
431,7,Dallas,TX,Texas,48,2635516,2020,3,24,169,10,6.41,0.791,-0.33899999999999997,0.0129,-.204,-0.366,-0.34600000000000003,0.159,-0.196,324
632,9,Seattle,WA,Washington,53,2252782,2020,3,24,1278,112,56.7,4.82,-0.457,-0.10300000000000001,.434,-0.5660000000000001,-0.51,0.201,-0.24100000000000002,324
833,13,Detroit,MI,Michigan,26,1749343,2020,3,24,873,235,49.9,6.99,-0.41100000000000003,-0.00571,.0186,-0.414,-0.401,0.159,-0.192,324
1034,21,San Francisco,CA,California,6,881549,2020,3,24,152,18,17.2,1.72,-0.693,-0.226,-.389,-0.6990000000000001,-0.667,0.299,-0.36,324
1235,25,Boston,MA,Massachusetts,25,803907,2020,3,24,234,80,29.1,3.41,-0.5489999999999999,-0.11900000000000001,-.236,-0.66,-0.513,0.21600000000000003,-0.26,324
1436,28,Denver,CO,Colorado,8,727211,2020,3,24,176,28,24.2,2.65,-0.48100000000000004,-0.0243,-.0543,-0.601,-0.45,0.187,-0.22699999999999998,324
1637,38,Miami,FL,Florida,12,2716940,2020,3,24,365,88,13.4,1.69,-0.391,-0.0657,-.58,-0.493,-0.35100000000000003,0.177,-0.223,324
1838,48,Honolulu,HI,Hawaii,15,974563,2020,3,24,58,5,5.95,0.733,-0.326,-0.09,-.396,-0.39299999999999996,-0.314,0.156,-0.191,324
28,1,Los Angeles,CA,California,6,10039107,2020,3,23,536,115,5.34,0.629,-0.38,-0.07,-.269,-0.42100000000000004,-0.36700000000000005,0.18,-0.23,323
229,2,New York City,NY,New York,36,8336817,2020,3,23,12329,3264,148.0,20.3,-0.467,-0.0484,-.148,-0.515,-0.45,0.196,-0.243,323
430,7,Dallas,TX,Texas,48,2635516,2020,3,23,159,27,6.03,0.786,-0.303,0.0657,-.206,-0.34,-0.316,0.14400000000000002,-0.182,323
631,9,Seattle,WA,Washington,53,2252782,2020,3,23,1166,130,51.8,4.29,-0.436,-0.0757,.523,-0.541,-0.494,0.191,-0.231,323
832,13,Detroit,MI,Michigan,26,1749343,2020,3,23,638,161,36.5,5.1,-0.364,0.0529,.107,-0.369,-0.359,0.139,-0.172,323
1033,21,San Francisco,CA,California,6,881549,2020,3,23,134,23,15.2,1.47,-0.684,-0.201,-.35,-0.691,-0.6609999999999999,0.293,-0.355,323
1234,25,Boston,MA,Massachusetts,25,803907,2020,3,23,154,28,19.2,1.99,-0.524,-0.0929,-.239,-0.631,-0.491,0.20600000000000002,-0.25,323
1435,28,Denver,CO,Colorado,8,727211,2020,3,23,148,23,20.4,2.36,-0.46399999999999997,0.01,-.05,-0.5670000000000001,-0.43,0.179,-0.218,323
1636,38,Miami,FL,Florida,12,2716940,2020,3,23,277,49,10.2,1.34,-0.35,-0.0186,-.526,-0.45399999999999996,-0.319,0.161,-0.20800000000000002,323
1837,48,Honolulu,HI,Hawaii,15,974563,2020,3,23,53,12,5.44,0.689,-0.28600000000000003,-0.0514,-.377,-0.36,-0.284,0.141,-0.177,323
27,1,Los Angeles,CA,California,6,10039107,2020,3,22,421,70,4.19,0.501,-0.34700000000000003,-0.0257,-.28,-0.39299999999999996,-0.331,0.16399999999999998,-0.212,322
228,2,New York City,NY,New York,36,8336817,2020,3,22,9065,2839,109.0,15.0,-0.39899999999999997,0.0425,-.0739,-0.467,-0.405,0.17300000000000001,-0.21600000000000003,322
429,7,Dallas,TX,Texas,48,2635516,2020,3,22,132,37,5.01,0.64,-0.267,0.0871,-.181,-0.311,-0.29100000000000004,0.133,-0.168,322
630,9,Seattle,WA,Washington,53,2252782,2020,3,22,1036,101,46.0,3.9,-0.40700000000000003,-0.0414,.597,-0.514,-0.47600000000000003,0.18100000000000002,-0.21899999999999997,322
